tenant_ids,choose_u,group_id,priority,choose_house_id,wait_turn,IWT,family_members_num,house_size,avg_area
69,14.2,3>=family_num>=2,False,house_51,1.0,1.0,3.0,46.1,15.366666666666667
0,16.0,3>=family_num>=2,False,house_83,1.0,1.0,2.0,48.35,24.175
67,13.0,3>=family_num>=2,False,house_65,1.0,1.0,2.0,49.07,24.535
2,10.8,3>=family_num>=2,False,house_39,2.0,2.0,3.0,57.5,19.166666666666668
1,18.0,family_num=1,False,house_25,2.0,1.0,1.0,42.2,42.2
65,16.0,family_num=1,False,house_30,2.0,2.0,1.0,44.6,44.6
58,14.0,family_num=1,False,house_10,1.0,1.0,1.0,38.05,38.05
64,13.9,3>=family_num>=2,False,house_37,2.0,2.0,3.0,58.0,19.333333333333332
61,17.6,3>=family_num>=2,False,house_64,2.0,2.0,3.0,48.75,16.25
56,15.0,family_num=1,False,house_19,1.0,1.0,1.0,27.76,27.76
62,16.4,family_num>3,False,house_54,3.0,2.0,4.0,58.54,14.635
23,15.6,3>=family_num>=2,False,house_13,2.0,1.0,2.0,38.25,19.125
52,15.5,3>=family_num>=2,False,house_99,1.0,1.0,2.0,44.51,22.255
53,16.4,family_num>3,False,house_4,1.0,1.0,4.0,61.7,15.425
39,17.0,family_num=1,False,house_74,1.0,1.0,1.0,42.82,42.82
59,16.0,3>=family_num>=2,False,house_85,2.0,2.0,2.0,48.7,24.35
50,17.0,3>=family_num>=2,False,house_98,1.0,1.0,2.0,44.5,22.25
38,11.0,family_num>3,False,house_57,1.0,1.0,4.0,60.1,15.025
49,17.0,family_num=1,False,house_94,2.0,2.0,1.0,44.4,44.4
37,15.2,family_num>3,False,house_3,1.0,1.0,4.0,61.5,15.375
28,16.5,3>=family_num>=2,True,house_29,1.0,1.0,2.0,44.5,22.25
24,13.9,3>=family_num>=2,False,house_52,3.0,3.0,3.0,44.3,14.766666666666666
55,14.6,3>=family_num>=2,False,house_44,3.0,3.0,3.0,46.14,15.38
26,13.2,family_num=1,True,house_71,1.0,1.0,1.0,42.82,42.82
36,14.6,3>=family_num>=2,False,house_17,2.0,2.0,2.0,38.6,19.3
35,16.0,3>=family_num>=2,False,house_78,1.0,1.0,3.0,60.3,20.099999999999998
30,14.0,3>=family_num>=2,False,house_77,2.0,1.0,2.0,60.0,30.0
47,11.8,family_num>3,True,house_46,6.0,6.0,4.0,44.75,11.1875
68,0.0,family_num=1,True,None,10.0,1.0,1.0,0.0,0.0
66,0.0,family_num>3,True,None,10.0,1.0,4.0,0.0,0.0
63,0.0,3>=family_num>=2,False,None,9.0,2.0,2.0,0.0,0.0
60,0.0,3>=family_num>=2,False,None,9.0,1.0,2.0,0.0,0.0
57,0.0,family_num>3,True,None,8.0,2.0,4.0,0.0,0.0
54,0.0,3>=family_num>=2,False,None,8.0,1.0,2.0,0.0,0.0
33,0.0,3>=family_num>=2,True,None,7.0,3.0,2.0,0.0,0.0
51,0.0,3>=family_num>=2,False,None,7.0,5.0,3.0,0.0,0.0
27,0.0,family_num>3,False,None,6.0,6.0,4.0,0.0,0.0
32,0.0,family_num=1,True,None,5.0,5.0,1.0,0.0,0.0
48,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
46,0.0,family_num=1,False,None,5.0,5.0,1.0,0.0,0.0
45,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
43,0.0,family_num>3,False,None,5.0,5.0,5.0,0.0,0.0
40,0.0,3>=family_num>=2,True,None,4.0,4.0,2.0,0.0,0.0
44,0.0,3>=family_num>=2,False,None,4.0,4.0,3.0,0.0,0.0
41,0.0,3>=family_num>=2,False,None,4.0,4.0,3.0,0.0,0.0
25,0.0,3>=family_num>=2,False,None,4.0,4.0,2.0,0.0,0.0
42,0.0,3>=family_num>=2,False,None,4.0,4.0,2.0,0.0,0.0
12,0.0,family_num>3,False,None,4.0,4.0,4.0,0.0,0.0
13,0.0,family_num=1,True,None,4.0,4.0,1.0,0.0,0.0
9,0.0,3>=family_num>=2,False,None,3.0,3.0,3.0,0.0,0.0
8,0.0,3>=family_num>=2,False,None,3.0,3.0,2.0,0.0,0.0
