,choose_u,group_id,priority,choose_house_id,wait_turn,family_members_num,house_size,avg_area
1,18.0,family_num=1,False,house_25,1.0,1.0,42.2,42.2
2,10.8,3>=family_num>=2,False,house_39,1.0,3.0,57.5,19.166666666666668
68,15.2,family_num=1,False,house_74,1.0,1.0,42.82,42.82
66,14.2,family_num>3,False,house_83,1.0,4.0,48.35,12.0875
0,15.0,3>=family_num>=2,False,house_30,2.0,2.0,44.6,22.3
67,14.5,3>=family_num>=2,True,house_51,2.0,2.0,46.1,23.05
61,17.6,3>=family_num>=2,False,house_65,1.0,3.0,49.07,16.356666666666666
64,15.9,3>=family_num>=2,False,house_64,3.0,3.0,48.75,16.25
62,16.9,family_num>3,False,house_57,2.0,4.0,60.1,15.025
57,13.8,family_num>3,False,house_99,3.0,4.0,44.51,11.1275
55,16.7,3>=family_num>=2,False,house_37,3.0,3.0,58.0,19.333333333333332
39,17.0,family_num=1,True,house_19,2.0,1.0,27.76,27.76
56,17.0,family_num=1,False,house_29,4.0,1.0,44.5,44.5
54,17.0,3>=family_num>=2,False,house_71,3.0,2.0,42.82,21.41
52,16.5,3>=family_num>=2,False,house_98,3.0,2.0,44.5,22.25
53,12.6,family_num>3,False,house_54,3.0,4.0,58.54,14.635
51,15.7,3>=family_num>=2,True,house_94,3.0,3.0,44.4,14.799999999999999
50,17.0,3>=family_num>=2,False,house_85,3.0,2.0,48.7,24.35
49,15.0,family_num=1,False,house_13,3.0,1.0,38.25,38.25
28,14.1,3>=family_num>=2,False,house_44,3.0,2.0,46.14,23.07
27,15.8,family_num>3,True,house_10,3.0,4.0,38.05,9.5125
36,16.1,3>=family_num>=2,True,house_52,2.0,2.0,44.3,22.15
47,14.4,family_num>3,False,house_4,2.0,4.0,61.7,15.425
26,16.0,family_num=1,True,house_17,3.0,1.0,38.6,38.6
37,15.4,family_num>3,False,house_46,3.0,4.0,44.75,11.1875
35,16.0,3>=family_num>=2,False,house_78,3.0,3.0,60.3,20.099999999999998
43,14.2,family_num>3,False,house_77,6.0,5.0,60.0,12.0
