tenant_ids,choose_u,group_id,priority,choose_house_id,wait_turn,IWT,family_members_num,house_size,avg_area
66,11.9,family_num>3,True,house_39,1.0,1.0,4.0,57.5,14.375
69,14.2,3>=family_num>=2,False,house_83,1.0,1.0,3.0,48.35,16.116666666666667
1,13.8,family_num=1,False,house_74,1.0,1.0,1.0,42.82,42.82
0,15.0,3>=family_num>=2,False,house_51,1.0,1.0,2.0,46.1,23.05
65,16.0,family_num=1,False,house_30,2.0,2.0,1.0,44.6,44.6
60,11.8,3>=family_num>=2,False,house_19,1.0,1.0,2.0,27.76,13.88
2,9.8,3>=family_num>=2,False,house_37,3.0,2.0,3.0,58.0,19.333333333333332
63,16.0,3>=family_num>=2,False,house_85,2.0,2.0,2.0,48.7,24.35
64,17.0,3>=family_num>=2,False,house_4,2.0,2.0,3.0,61.7,20.566666666666666
62,16.9,family_num>3,False,house_57,2.0,2.0,4.0,60.1,15.025
61,17.6,3>=family_num>=2,False,house_64,2.0,2.0,3.0,48.75,16.25
56,15.0,family_num=1,False,house_13,2.0,1.0,1.0,38.25,38.25
57,11.8,family_num>3,True,house_52,2.0,2.0,4.0,44.3,11.075
58,17.7,family_num=1,False,house_54,3.0,3.0,1.0,58.54,58.54
52,16.0,3>=family_num>=2,False,house_25,1.0,1.0,2.0,42.2,21.1
59,15.6,3>=family_num>=2,False,house_65,2.0,2.0,2.0,49.07,24.535
23,16.0,3>=family_num>=2,False,house_44,2.0,2.0,2.0,46.14,23.07
39,16.0,family_num=1,False,house_99,1.0,1.0,1.0,44.51,44.51
49,16.0,family_num=1,False,house_98,1.0,1.0,1.0,44.5,44.5
24,12.9,3>=family_num>=2,False,house_46,3.0,3.0,3.0,44.75,14.916666666666666
50,17.0,3>=family_num>=2,False,house_29,2.0,1.0,2.0,44.5,22.25
55,16.0,3>=family_num>=2,False,house_3,3.0,3.0,3.0,61.5,20.5
26,13.2,family_num=1,True,house_71,1.0,1.0,1.0,42.82,42.82
36,16.0,3>=family_num>=2,False,house_94,1.0,1.0,2.0,44.4,22.2
53,14.8,family_num>3,False,house_77,3.0,3.0,4.0,60.0,15.0
32,16.5,family_num=1,True,house_10,1.0,1.0,1.0,38.05,38.05
48,13.4,3>=family_num>=2,False,house_17,2.0,2.0,2.0,38.6,19.3
38,15.6,family_num>3,False,house_78,4.0,4.0,4.0,60.3,15.075
