tenant_ids,choose_u,group_id,priority,choose_house_id,wait_turn,IWT,family_members_num,house_size,avg_area
66,11.9,family_num>3,True,house_39,1.0,1.0,4.0,57.5,14.375
0,16.0,3>=family_num>=2,False,house_83,1.0,1.0,2.0,48.35,24.175
1,13.8,family_num=1,False,house_74,1.0,1.0,1.0,42.82,42.82
69,18.0,3>=family_num>=2,False,house_4,2.0,2.0,3.0,61.7,20.566666666666666
65,16.0,family_num=1,False,house_30,2.0,2.0,1.0,44.6,44.6
63,18.0,3>=family_num>=2,False,house_65,1.0,1.0,2.0,49.07,24.535
61,15.6,3>=family_num>=2,False,house_51,1.0,1.0,3.0,46.1,15.366666666666667
60,17.0,3>=family_num>=2,False,house_25,1.0,1.0,2.0,42.2,21.1
57,13.8,family_num>3,True,house_85,1.0,1.0,4.0,48.7,12.175
2,9.8,3>=family_num>=2,False,house_37,3.0,3.0,3.0,58.0,19.333333333333332
67,10.5,3>=family_num>=2,False,house_57,2.0,2.0,2.0,60.1,30.05
59,11.9,3>=family_num>=2,False,house_64,1.0,1.0,2.0,48.75,24.375
56,15.0,family_num=1,False,house_19,1.0,1.0,1.0,27.76,27.76
64,13.4,3>=family_num>=2,False,house_54,3.0,3.0,3.0,58.54,19.513333333333332
24,13.0,3>=family_num>=2,False,house_44,2.0,2.0,3.0,46.14,15.38
54,16.0,3>=family_num>=2,False,house_99,2.0,2.0,2.0,44.51,22.255
33,15.0,3>=family_num>=2,True,house_98,1.0,1.0,2.0,44.5,22.25
52,15.6,3>=family_num>=2,False,house_10,1.0,1.0,2.0,38.05,19.025
62,14.2,family_num>3,False,house_3,4.0,4.0,4.0,61.5,15.375
39,18.0,family_num=1,False,house_71,2.0,2.0,1.0,42.82,42.82
50,17.0,3>=family_num>=2,False,house_29,2.0,2.0,2.0,44.5,22.25
49,17.0,family_num=1,False,house_94,2.0,2.0,1.0,44.4,44.4
28,15.8,3>=family_num>=2,True,house_13,1.0,1.0,2.0,38.25,19.125
26,16.0,family_num=1,True,house_17,2.0,2.0,1.0,38.6,38.6
55,15.6,3>=family_num>=2,False,house_77,4.0,4.0,3.0,60.0,20.0
35,15.8,3>=family_num>=2,False,house_52,2.0,2.0,3.0,44.3,14.766666666666666
43,14.6,family_num>3,False,house_46,2.0,2.0,5.0,44.75,8.95
37,15.2,family_num>3,False,house_78,5.0,5.0,4.0,60.3,15.075
68,0.0,family_num=1,True,None,10.0,1.0,1.0,0.0,0.0
58,0.0,family_num=1,False,None,9.0,1.0,1.0,0.0,0.0
23,0.0,3>=family_num>=2,False,None,8.0,4.0,2.0,0.0,0.0
53,0.0,family_num>3,False,None,7.0,4.0,4.0,0.0,0.0
51,0.0,3>=family_num>=2,False,None,7.0,1.0,3.0,0.0,0.0
27,0.0,family_num>3,False,None,6.0,6.0,4.0,0.0,0.0
36,0.0,3>=family_num>=2,False,None,6.0,6.0,2.0,0.0,0.0
38,0.0,family_num>3,False,None,6.0,1.0,4.0,0.0,0.0
47,0.0,family_num>3,True,None,6.0,4.0,4.0,0.0,0.0
32,0.0,family_num=1,True,None,5.0,5.0,1.0,0.0,0.0
30,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
48,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
46,0.0,family_num=1,False,None,5.0,5.0,1.0,0.0,0.0
45,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
40,0.0,3>=family_num>=2,True,None,4.0,4.0,2.0,0.0,0.0
44,0.0,3>=family_num>=2,False,None,4.0,4.0,3.0,0.0,0.0
41,0.0,3>=family_num>=2,False,None,4.0,4.0,3.0,0.0,0.0
25,0.0,3>=family_num>=2,False,None,4.0,4.0,2.0,0.0,0.0
42,0.0,3>=family_num>=2,False,None,4.0,4.0,2.0,0.0,0.0
12,0.0,family_num>3,False,None,4.0,4.0,4.0,0.0,0.0
13,0.0,family_num=1,True,None,4.0,4.0,1.0,0.0,0.0
9,0.0,3>=family_num>=2,False,None,3.0,3.0,3.0,0.0,0.0
8,0.0,3>=family_num>=2,False,None,3.0,3.0,2.0,0.0,0.0
