tenant_ids,choose_u,group_id,priority,choose_house_id,wait_turn,IWT,family_members_num,house_size,avg_area
69,16.2,3>=family_num>=2,False,house_39,1.0,1.0,3.0,57.5,19.166666666666668
66,13.4,family_num>3,True,house_51,1.0,1.0,4.0,46.1,11.525
1,18.0,family_num=1,False,house_25,2.0,2.0,1.0,42.2,42.2
64,17.0,3>=family_num>=2,False,house_4,1.0,1.0,3.0,61.7,20.566666666666666
62,16.9,family_num>3,False,house_57,2.0,1.0,4.0,60.1,15.025
65,15.0,family_num=1,False,house_98,3.0,3.0,1.0,44.5,44.5
67,16.5,3>=family_num>=2,False,house_85,2.0,1.0,2.0,48.7,24.35
60,11.8,3>=family_num>=2,False,house_19,2.0,2.0,2.0,27.76,13.88
63,18.0,3>=family_num>=2,False,house_64,2.0,1.0,2.0,48.75,24.375
55,16.7,3>=family_num>=2,False,house_37,1.0,1.0,3.0,58.0,19.333333333333332
54,16.6,3>=family_num>=2,False,house_54,2.0,1.0,2.0,58.54,29.27
61,15.2,3>=family_num>=2,False,house_52,3.0,2.0,3.0,44.3,14.766666666666666
58,12.5,family_num=1,False,house_13,3.0,3.0,1.0,38.25,38.25
23,16.0,3>=family_num>=2,False,house_71,3.0,3.0,2.0,42.82,21.41
53,15.4,family_num>3,False,house_3,2.0,1.0,4.0,61.5,15.375
27,14.6,family_num>3,False,house_78,2.0,1.0,4.0,60.3,15.075
0,0.0,3>=family_num>=2,False,None,10.0,1.0,2.0,0.0,0.0
2,0.0,3>=family_num>=2,False,None,10.0,1.0,3.0,0.0,0.0
68,0.0,family_num=1,True,None,10.0,1.0,1.0,0.0,0.0
59,0.0,3>=family_num>=2,False,None,8.0,1.0,2.0,0.0,0.0
24,0.0,3>=family_num>=2,False,None,8.0,1.0,3.0,0.0,0.0
57,0.0,family_num>3,True,None,8.0,1.0,4.0,0.0,0.0
56,0.0,family_num=1,False,None,8.0,8.0,1.0,0.0,0.0
52,0.0,3>=family_num>=2,False,None,7.0,7.0,2.0,0.0,0.0
39,0.0,family_num=1,False,None,7.0,7.0,1.0,0.0,0.0
33,0.0,3>=family_num>=2,True,None,7.0,7.0,2.0,0.0,0.0
51,0.0,3>=family_num>=2,False,None,7.0,1.0,3.0,0.0,0.0
50,0.0,3>=family_num>=2,False,None,7.0,7.0,2.0,0.0,0.0
49,0.0,family_num=1,False,None,7.0,7.0,1.0,0.0,0.0
28,0.0,3>=family_num>=2,True,None,6.0,6.0,2.0,0.0,0.0
26,0.0,family_num=1,True,None,6.0,6.0,1.0,0.0,0.0
36,0.0,3>=family_num>=2,False,None,6.0,6.0,2.0,0.0,0.0
38,0.0,family_num>3,False,None,6.0,1.0,4.0,0.0,0.0
37,0.0,family_num>3,False,None,6.0,1.0,4.0,0.0,0.0
47,0.0,family_num>3,True,None,6.0,1.0,4.0,0.0,0.0
32,0.0,family_num=1,True,None,5.0,5.0,1.0,0.0,0.0
30,0.0,3>=family_num>=2,False,None,5.0,1.0,2.0,0.0,0.0
35,0.0,3>=family_num>=2,False,None,5.0,1.0,3.0,0.0,0.0
48,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
46,0.0,family_num=1,False,None,5.0,5.0,1.0,0.0,0.0
45,0.0,3>=family_num>=2,False,None,5.0,5.0,2.0,0.0,0.0
43,0.0,family_num>3,False,None,5.0,5.0,5.0,0.0,0.0
40,0.0,3>=family_num>=2,True,None,4.0,4.0,2.0,0.0,0.0
44,0.0,3>=family_num>=2,False,None,4.0,1.0,3.0,0.0,0.0
41,0.0,3>=family_num>=2,False,None,4.0,1.0,3.0,0.0,0.0
25,0.0,3>=family_num>=2,False,None,4.0,4.0,2.0,0.0,0.0
42,0.0,3>=family_num>=2,False,None,4.0,4.0,2.0,0.0,0.0
12,0.0,family_num>3,False,None,4.0,1.0,4.0,0.0,0.0
13,0.0,family_num=1,True,None,4.0,4.0,1.0,0.0,0.0
9,0.0,3>=family_num>=2,False,None,3.0,1.0,3.0,0.0,0.0
8,0.0,3>=family_num>=2,False,None,3.0,1.0,2.0,0.0,0.0
