,choose_u,group_id,priority,choose_house_id,wait_turn,family_members_num,house_size,avg_area
69,14.2,3>=family_num>=2,False,house_83,1.0,3.0,48.35,16.116666666666667
0,16.0,3>=family_num>=2,False,house_94,1.0,2.0,44.4,22.2
1,17.0,family_num=1,False,house_10,1.0,1.0,38.05,38.05
2,11.8,3>=family_num>=2,False,house_51,1.0,3.0,46.1,15.366666666666667
66,11.9,family_num>3,True,house_39,1.0,4.0,57.5,14.375
65,17.0,family_num=1,False,house_25,1.0,1.0,42.2,42.2
67,14.0,3>=family_num>=2,False,house_46,1.0,2.0,44.75,22.375
64,12.4,3>=family_num>=2,False,house_65,1.0,3.0,49.07,16.356666666666666
62,11.4,family_num>3,False,house_77,3.0,4.0,60.0,15.0
60,17.5,3>=family_num>=2,False,house_99,3.0,2.0,44.51,22.255
58,12.5,family_num=1,False,house_17,3.0,1.0,38.6,38.6
59,14.1,3>=family_num>=2,False,house_52,3.0,2.0,44.3,22.15
57,14.0,family_num>3,True,house_4,3.0,4.0,61.7,15.425
56,17.0,family_num=1,False,house_30,3.0,1.0,44.6,44.6
52,14.2,3>=family_num>=2,False,house_19,2.0,2.0,27.76,13.88
53,11.8,family_num>3,False,house_57,4.0,4.0,60.1,15.025
39,16.0,family_num=1,False,house_98,5.0,1.0,44.5,44.5
33,14.0,3>=family_num>=2,True,house_85,5.0,2.0,48.7,24.35
50,17.0,3>=family_num>=2,False,house_29,5.0,2.0,44.5,22.25
28,15.8,3>=family_num>=2,True,house_13,5.0,2.0,38.25,19.125
27,14.6,family_num>3,False,house_78,5.0,4.0,60.3,15.075
37,13.4,family_num>3,False,house_44,4.0,4.0,46.14,11.535
32,13.5,family_num=1,True,house_71,4.0,1.0,42.82,42.82
30,17.0,3>=family_num>=2,False,house_74,4.0,2.0,42.82,21.41
35,14.4,3>=family_num>=2,False,house_37,6.0,3.0,58.0,19.333333333333332
48,18.0,3>=family_num>=2,False,house_64,6.0,2.0,48.75,24.375
